code,ig_display,loinc_display,loinc_status,overlap,verdict,files
770-8,Neutrophils [Fraction] of WBC | Neutrophils/100 leukocytes in Blood by Automated count,Neutrophils/Leukocytes in Blood by Automated count,ACTIVE,1.00,相符,input/fsh/codesystems/ConceptMap-TWHealthCheckLaboratoryMap.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
777-3,Platelets [#/volume] in Blood,Platelets [#/volume] in Blood by Automated count,ACTIVE,1.00,相符,input/fsh/codesystems/ConceptMap-TWHealthCheckLaboratoryMap.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
785-6,MCH [Entitic mass] by Automated count,MCH [Entitic mass] by Automated count,ACTIVE,1.00,相符,input/fsh/codesystems/ConceptMap-TWHealthCheckLaboratoryMap.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
786-4,MCHC [Mass/volume] by Automated count,MCHC [Entitic Mass/volume] in Red Blood Cells by Automated count,ACTIVE,1.00,相符,input/fsh/valuesets/VS-ExtendedDataset.fsh
787-2,MCV [Entitic volume] by Automated count,MCV [Entitic mean volume] in Red Blood Cells by Automated count,ACTIVE,1.00,相符,input/fsh/codesystems/ConceptMap-TWHealthCheckLaboratoryMap.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh; input/fsh/valuesets/VS-OccHealthCheck-Required.fsh
788-0,Erythrocyte distribution width [Ratio] by Automated count,Erythrocyte [DistWidth] in Blood by Automated count,ACTIVE,0.60,部分相符（建議人工判讀）,input/fsh/valuesets/VS-ExtendedDataset.fsh
789-8,Erythrocytes [#/volume] in Blood,Erythrocytes [#/volume] in Blood by Automated count,ACTIVE,1.00,相符,input/fsh/valuesets/VS-ExtendedDataset.fsh; input/fsh/valuesets/VS-OccHealthCheck-Required.fsh
79073-3,CTA Hrt+CA W contr IV,CTA Heart and Coronary arteries W contrast IV,ACTIVE,0.60,部分相符（建議人工判讀）,input/fsh/examples/examples.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
79086-5,CT Chest Screening WO contr,CT Chest for screening WO contrast,ACTIVE,0.80,相符,input/fsh/examples/examples.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
7962-4,Measles virus IgG Ab [Units/volume] in Serum or Plasma,Measles virus IgG Ab [Units/volume] in Serum,ACTIVE,1.00,相符,input/fsh/valuesets/VS-ExtendedDataset.fsh
804-5,WBC [#/volume] in Blood by Manual count,Leukocytes [#/volume] in Blood by Manual count,ACTIVE,0.75,相符,input/fsh/codesystems/ConceptMap-TWHealthCheckLaboratoryMap.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
8099-4,Thyroid peroxidase Ab [Units/volume] in Serum or Plasma,Thyroperoxidase Ab [Units/volume] in Serum or Plasma,ACTIVE,0.80,相符,input/fsh/valuesets/VS-ExtendedDataset.fsh
81555-5,PT+CT Whole body Tum loc W 18F-FDG IV,PET+CT Guidance for localization of tumor of Whole body-- W 18F-FDG IV,ACTIVE,0.67,部分相符（建議人工判讀）,input/fsh/examples/examples.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
8280-0,Waist Circumference at umbilicus by Tape measure,Waist Circumference at umbilicus by Tape measure,ACTIVE,1.00,相符,input/fsh/codesystems/ConceptMap-TWHealthCheckLaboratoryMap.fsh; input/fsh/examples/examples.fsh; input/fsh/valuesets/VS-TWHAVitalSigns.fsh
8302-2,Body height,Body height,ACTIVE,1.00,相符,input/fsh/examples/examples.fsh; input/fsh/valuesets/VS-OccHealthCheck-Required.fsh; input/fsh/valuesets/VS-TWHAVitalSigns.fsh
83082-8,Cancer Ag 125 [Units/volume] in Serum or Plasma by Immunoassay,Cancer Ag 125 [Units/volume] in Serum or Plasma by Immunoassay,ACTIVE,1.00,相符,input/fsh/codesystems/ConceptMap-TWHealthCheckLaboratoryMap.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
83083-6,Cancer Ag 15-3 [Units/volume] in Serum or Plasma,Cancer Ag 15-3 [Units/volume] in Serum or Plasma by Immunoassay,ACTIVE,1.00,相符,input/fsh/valuesets/VS-ExtendedDataset.fsh
83084-4,Cancer Ag 19-9 [Units/volume] in Serum or Plasma by Immunoassay,Cancer Ag 19-9 [Units/volume] in Serum or Plasma by Immunoassay,ACTIVE,1.00,相符,input/fsh/valuesets/VS-ExtendedDataset.fsh
83085-1,Carcinoembryonic Ag [Mass/volume] in Serum or Plasma by Immunoassay,Carcinoembryonic Ag [Mass/volume] in Serum or Plasma by Immunoassay,ACTIVE,1.00,相符,input/fsh/codesystems/ConceptMap-TWHealthCheckLaboratoryMap.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
83112-3,Prostate specific Ag [Mass/volume] in Serum or Plasma by Immunoassay,Prostate specific Ag [Mass/volume] in Serum or Plasma by Immunoassay,ACTIVE,1.00,相符,input/fsh/valuesets/VS-ExtendedDataset.fsh
8462-4,Diastolic blood pressure,Diastolic blood pressure,ACTIVE,1.00,相符,input/fsh/examples/examples.fsh; input/fsh/valuesets/VS-TWHAVitalSigns.fsh
8480-6,Systolic blood pressure,Systolic blood pressure,ACTIVE,1.00,相符,input/fsh/examples/examples.fsh; input/fsh/valuesets/VS-TWHAVitalSigns.fsh
85354-9,Blood pressure panel with all children optional,Blood pressure panel with all children optional,ACTIVE,1.00,相符,input/fsh/examples/examples.fsh
87279-6,CT Chest Screening,CT Chest for screening,ACTIVE,1.00,相符,input/fsh/valuesets/VS-ExtendedDataset.fsh
87729-0,History of Occupational hazard,History of Occupational hazard,ACTIVE,1.00,相符,input/fsh/examples/examples.fsh; input/fsh/profiles/TWHA-WorkExposure.fsh
88112-8,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma by No addition of P-5'-P,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma by No addition of P-5'-P,ACTIVE,1.00,相符,input/fsh/codesystems/ConceptMap-TWHealthCheckLaboratoryMap.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
89015-2,Pure tone air conduction threshold audiometry panel,Pure tone air conduction threshold audiometry panel,ACTIVE,1.00,相符,input/fsh/examples/examples.fsh; input/fsh/profiles/TWHA-HearingTest.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh; input/fsh/valuesets/VS-OccHealthCheck-Required.fsh
89016-0,Hearing threshold Ear - left --1000 Hz,Hearing threshold Ear - left --1000 Hz,ACTIVE,1.00,相符,input/fsh/profiles/TWHA-HearingTest.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
89017-8,Hearing threshold Ear - right --1000 Hz,Hearing threshold Ear - right --1000 Hz,ACTIVE,1.00,相符,input/fsh/profiles/TWHA-HearingTest.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
89018-6,Hearing threshold Ear - left --2000 Hz,Hearing threshold Ear - left --2000 Hz,ACTIVE,1.00,相符,input/fsh/profiles/TWHA-HearingTest.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
89019-4,Hearing threshold Ear - right --2000 Hz,Hearing threshold Ear - right --2000 Hz,ACTIVE,1.00,相符,input/fsh/profiles/TWHA-HearingTest.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
89020-2,Hearing threshold Ear - left --3000 Hz,Hearing threshold Ear - left --3000 Hz,ACTIVE,1.00,相符,input/fsh/profiles/TWHA-HearingTest.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
89021-0,Hearing threshold Ear - right --3000 Hz,Hearing threshold Ear - right --3000 Hz,ACTIVE,1.00,相符,input/fsh/profiles/TWHA-HearingTest.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
89022-8,Hearing threshold Ear - left --4000 Hz,Hearing threshold Ear - left --4000 Hz,ACTIVE,1.00,相符,input/fsh/profiles/TWHA-HearingTest.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
89023-6,Hearing threshold Ear - right --4000 Hz,Hearing threshold Ear - right --4000 Hz,ACTIVE,1.00,相符,input/fsh/profiles/TWHA-HearingTest.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
89024-4,Hearing threshold Ear - left --500 Hz,Hearing threshold Ear - left --500 Hz,ACTIVE,1.00,相符,input/fsh/profiles/TWHA-HearingTest.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
89025-1,Hearing threshold Ear - right --500 Hz,Hearing threshold Ear - right --500 Hz,ACTIVE,1.00,相符,input/fsh/profiles/TWHA-HearingTest.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
89026-9,Hearing threshold Ear - left --6000 Hz,Hearing threshold Ear - left --6000 Hz,ACTIVE,1.00,相符,input/fsh/profiles/TWHA-HearingTest.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
89027-7,Hearing threshold Ear - right --6000 Hz,Hearing threshold Ear - right --6000 Hz,ACTIVE,1.00,相符,input/fsh/profiles/TWHA-HearingTest.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
89028-5,Hearing threshold Ear - left --8000 Hz,Hearing threshold Ear - left --8000 Hz,ACTIVE,1.00,相符,input/fsh/profiles/TWHA-HearingTest.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
89029-3,Hearing threshold Ear - right --8000 Hz,Hearing threshold Ear - right --8000 Hz,ACTIVE,1.00,相符,input/fsh/profiles/TWHA-HearingTest.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
93832-4,Sleep duration,Sleep duration,ACTIVE,1.00,相符,input/fsh/profiles/TWHA-SocialHistory.fsh
9397-1,Color of Stool,Color of Stool,ACTIVE,1.00,相符,input/fsh/valuesets/VS-ExtendedDataset.fsh
9633-9,Epstein Barr virus VCA IgA Ab [Presence] in Serum,Epstein Barr virus capsid IgA Ab [Titer] in Serum by Immunofluorescence,ACTIVE,0.86,相符,input/fsh/valuesets/VS-ExtendedDataset.fsh
9679-2,Squamous cell carcinoma Ag [Mass/volume] in Serum or Plasma,Squamous cell carcinoma Ag [Mass/volume] in Serum or Plasma,ACTIVE,1.00,相符,input/fsh/valuesets/VS-ExtendedDataset.fsh
97149-9,[-2]pro-prostate specific antigen [Mass/volume] in Serum or Plasma,proPSA isoform 2 [Mass/volume] in Serum or Plasma by Immunoassay,ACTIVE,0.40,部分相符（建議人工判讀）,input/fsh/valuesets/VS-ExtendedDataset.fsh
97150-7,Prostate Health Index in Serum or Plasma,Prostate health index in Serum or Plasma by calculation,ACTIVE,1.00,相符,input/fsh/valuesets/VS-ExtendedDataset.fsh
9827-7,Paraquat [Mass/volume] in Urine,Paraquat [Mass/volume] in Urine,ACTIVE,1.00,相符,input/fsh/valuesets/VS-ExtendedDataset.fsh
9830-1,Cholesterol/Cholesterol in HDL [Mass Ratio] in Serum or Plasma,Cholesterol.total/Cholesterol in HDL [Mass Ratio] in Serum or Plasma,ACTIVE,1.00,相符,input/fsh/valuesets/VS-ExtendedDataset.fsh
98497-1,Visual acuity panel,Visual acuity panel,ACTIVE,1.00,相符,input/fsh/examples/examples.fsh; input/fsh/profiles/TWHA-VisionTest.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
98498-9,Visual acuity uncorrected Left eye,Visual acuity uncorrected Left eye,ACTIVE,1.00,相符,input/fsh/examples/examples.fsh; input/fsh/profiles/TWHA-VisionTest.fsh
98499-7,Visual acuity uncorrected Right eye,Visual acuity uncorrected Right eye,ACTIVE,1.00,相符,input/fsh/examples/examples.fsh; input/fsh/profiles/TWHA-VisionTest.fsh
98979-8,"Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI 2021)/1.73 sq M","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI 2021)/1.73 sq M",ACTIVE,1.00,相符,input/fsh/codesystems/ConceptMap-TWHealthCheckLaboratoryMap.fsh; input/fsh/examples/examples.fsh; input/fsh/valuesets/VS-ExtendedDataset.fsh
